eval_reward_pickscore,approx_kl,eval_reward_avg,epoch,reward_pickscore,reward_std_mean,reward_ori_avg,kl_loss,reward_avg,inner_epoch,_step,group_size,_runtime,actual_batch_size,loss,trained_prompt_num,_timestamp,clipfrac_lt_one,clipfrac_gt_one,policy_loss,eval_images.format,eval_images.count,eval_images.filenames,eval_images.captions,eval_images._type,eval_images.width,eval_images.height,images.height,images.format,images.count,images.filenames,images.captions,images._type,images.width,zero_std_ratio,clipfrac
,1.510089120415614e-08,,90,,,,0.0007801176398061216,,0,181,,14915.349968466,,-0.009927137709625911,,1781447617.466655,0.1093750074505806,0,-0.009934938886316892,,,,,,,,,,,,,,,,0.1093750074505806
,0,,91,0.8421409130096436,0.018867770209908485,0.8421409130096436,0.0006306411232799292,0.8421409130096436,0,182,16,15015.263772345,8,0.013110055311101498,1429,1781447705.8070612,0,0,0.013103748899798798,,,,,,,,,,,,,,,0,0
,3.049480223893397e-09,,91,,,,0.0006094687269069254,,0,183,,15053.595447351,,-0.013095395422299178,,1781447755.707792,0.1145833283662796,0,-0.01310149010921556,,,,,,,,,,,,,,,,0.1145833283662796
,0,,92,0.8252135515213013,0.01523891557008028,0.8252135515213013,0.0007391584804281592,0.8252134919166565,0,184,16,15153.350300471,8,0.03202816126663449,1444,1781447843.9754934,0,0,0.0320207696823062,,,,,,,,,,,,,,,0,0
,4.157960198369892e-09,,92,,,,0.0007028251420706511,,0,185,,15191.720639726,,-0.03201132727298102,,1781447893.7942178,0.1284722238779068,0,-0.03201835552384912,,,,,,,,,,,,,,,,0.1284722238779068
,0,,93,0.8303378820419312,0.015373756177723408,0.8303378820419312,0.0007281245198100805,0.8303378820419312,0,186,16,15291.709261109,8,0.011192240203562522,1460,1781447982.2734551,0,0,0.011184958958248652,,,,,,,,,,,,,,,0,0
,2.4877326865180294e-09,,93,,,,0.0007223932771012187,,0,187,,15330.036171905,,-0.01117630816432632,,1781448032.1517694,0.1015625,0,-0.011183532097176575,,,,,,,,,,,,,,,,0.1015625
,0,,94,0.798447847366333,0.01916571334004402,0.798447847366333,0.0007363696349784732,0.7984477877616882,0,188,16,15429.978242157,8,-0.0037895207283314735,1476,1781448120.5430326,0,0,-0.0037968844245019296,,,,,,,,,,,,,,,0,0
,3.1483484708161313e-09,,94,,,,0.0007277207332663238,,0,189,,15468.281737467,,0.0038057727759397064,,1781448170.4221098,0.1102430522441864,0,0.0037984955689310605,,,,,,,,,,,,,,,,0.1102430522441864
,0,,95,0.8404361009597778,0.016382137313485146,0.8404361009597778,0.0007443434442393482,0.8404361009597778,0,190,16,15568.368058692,8,0.040375092454733974,1489,1781448258.854317,0,0,0.04036764902043999,,,,,,,,,,,,,,,0,0
,2.7434805538462115e-09,,95,,,,0.0007406205986626446,,0,191,,15606.790213675,,-0.04035749274392528,,1781448308.8106704,0.0989583358168602,0,-0.04036489894944096,,,,,,,,,,,,,,,,0.0989583358168602
,0,,96,0.80821293592453,0.017997881397604942,0.80821293592453,0.0006978495512157679,0.80821293592453,0,192,16,15706.838746248,8,-0.027841527962980166,1504,1781448397.362769,0,0,-0.027848506458821663,,,,,,,,,,,,,,,0,0
,5.47932943462115e-09,,96,,,,0.0006708487635478377,,0,193,,15745.206565087,,0.02785755503444651,,1781448447.2808533,0.1310763955116272,0,0.02785084654674966,,,,,,,,,,,,,,,,0.1310763955116272
,0,,97,0.8151084184646606,0.014555331319570541,0.8151084184646606,0.0007417171145789325,0.8151083588600159,0,194,16,15844.936569038,8,-0.01094315257009966,1518,1781448535.6253896,0,0,-0.010950569740857095,,,,,,,,,,,,,,,0,0
,1.0289719298839373e-08,,97,,,,0.0007766775088384748,,0,195,,15883.229844349,,0.010961159664649708,,1781448585.3810055,0.1649305522441864,0,0.010953392890228649,,,,,,,,,,,,,,,,0.1649305522441864
,0,,98,0.8281999230384827,0.015003836713731289,0.8281999230384827,0.0006538841407746077,0.8281999230384827,0,196,16,15983.03043489,8,0.005211797153919069,1534,1781448673.6745217,0,0,0.005205258313004512,,,,,,,,,,,,,,,0,0
,2.8933901941030626e-09,,98,,,,0.0006633733864873648,,0,197,,16021.33080112,,-0.005196556704286552,,1781448723.4724994,0.1102430522441864,0,-0.005203190438065391,,,,,,,,,,,,,,,,0.1102430522441864
,0,,99,0.8475981950759888,0.016212573274970055,0.8475981950759888,0.0007437802269123495,0.8475981950759888,0,198,16,16121.141896524,8,0.008477228154786489,1549,1781448811.7585394,0,0,0.0084697903529394,,,,,,,,,,,,,,,0,0
,2.310424296325664e-09,,99,,,,0.0007307223277166486,,0,199,,16159.537257972,,-0.008461335687495582,,1781448861.5844367,0.102430559694767,0,-0.008468642910198899,,,,,,,,,,,,,,,,0.102430559694767
,0,,100,0.8177837133407593,0.01668914407491684,0.8177837133407593,0.0007310318178497255,0.817783772945404,0,200,16,16259.577172168,8,-0.005126563838066233,1563,1781448950.0884752,0,0,-0.005133874156338512,,,,,,,,512,jpg,8,"['media/images/images_199_4714efeb6baae0133c02.jpg', 'media/images/images_199_feefe6b7675fb8bd5487.jpg', 'media/images/images_199_092b842aca7042dad1c7.jpg', 'media/images/images_199_b5d1cf61fca2e3c7465e.jpg', 'media/images/images_199_01c9799a32b8d9db90d8.jpg', 'media/images/images_199_0fbe965399fe10a0af2a.jpg', 'media/images/images_199_946be8e690a326bc6a47.jpg', 'media/images/images_199_47e664f45c70c13c116e.jpg']","['The country France on the world map engulfed in flames | avg: 0.85', 'the supreme leader of the murim alliance displaying his oppressing overwhelming power infront of his | avg: 0.73', 'the supreme leader of the murim alliance displaying his oppressing overwhelming power infront of his | avg: 0.71', 'The country France on the world map engulfed in flames | avg: 0.86', 'The country France on the world map engulfed in flames | avg: 0.85', 'the supreme leader of the murim alliance displaying his oppressing overwhelming power infront of his | avg: 0.70', 'The country France on the world map engulfed in flames | avg: 0.84', 'the supreme leader of the murim alliance displaying his oppressing overwhelming power infront of his | avg: 0.73']",images/separated,512,0,0
,2.1469612754287937e-09,,100,,,,0.000734963861759752,,0,201,,16297.909561702,,0.005142445401470165,,1781449000.0192623,0.0954861119389534,0,0.005135095762771734,,,,,,,,,,,,,,,,0.0954861119389534
,0,,101,0.8184049129486084,0.017039863392710686,0.8184049129486084,0.0007291243528015912,0.8184049129486084,0,202,16,16397.65679954,8,-0.004685870467372311,1576,1781449088.3337538,0,0,-0.004693161710753614,,,,,,,,,,,,,,,0,0
,5.122010371394481e-09,,101,,,,0.0007270162459462881,,0,203,,16435.983511074,,0.0047033403679002245,,1781449138.0989769,0.1258680522441864,0,0.004696070205808322,,,,,,,,,,,,,,,,0.1258680522441864
,0,,102,0.8286784291267395,0.017088115215301514,0.8286784291267395,0.0007516744080930948,0.8286783695220947,0,204,16,16535.746466156,8,0.009767853920568208,1592,1781449226.400883,0,0,0.009760337177124158,,,,,,,,,,,,,,,0,0
,1.4698601447094006e-08,,102,,,,0.0007669773185625672,,0,205,,16574.002796524,,-0.009748528786953512,,1781449276.1883621,0.181423619389534,0,-0.009756198559737281,,,,,,,,,,,,,,,,0.181423619389534
,0,,103,0.8457516431808472,0.016139280050992966,0.8457516431808472,0.0007317664567381144,0.8457516431808472,0,206,16,16673.687150094,8,-0.0073518652437353,1606,1781449364.3503258,0,0,-0.007359182908084927,,,,,,,,,,,,,,,0,0
,1.068528021619386e-08,,103,,,,0.0007498344057239592,,0,207,,16712.006925299,,0.007369688955794226,,1781449414.130076,0.189236119389534,0,0.007362190611626646,,,,,,,,,,,,,,,,0.189236119389534
,0,,104,0.8391786813735962,0.014687685295939445,0.8391786813735962,0.0007142670219764113,0.8391786813735962,0,208,16,16811.618800803,8,-0.0010875009782608655,1622,1781449502.353865,0,0,-0.001094643648007933,,,,,,,,,,,,,,,0,0
,2.6504842765007197e-09,,104,,,,0.0007275252137333155,,0,209,,16849.887564258,,0.001102990211886477,,1781449552.0621016,0.1032986119389534,0,0.0010957149598316337,,,,,,,,,,,,,,,,0.1032986119389534
,0,,105,0.8245012760162354,0.015730954706668854,0.8245012760162354,0.0008770422427915037,0.8245012760162354,0,210,16,16949.552240795,8,0.03480506997501127,1634,1781449640.2595866,0,0,0.034796299552790205,,,,,,,,,,,,,,,0,0
,3.972179918321217e-09,,105,,,,0.0009464005124755204,,0,211,,16987.810141605,,-0.03478357432524363,,1781449689.99531,0.1050347164273262,0,-0.03479303833022999,,,,,,,,,,,,,,,,0.1050347164273262
,0,,106,0.8442594408988953,0.01739773340523243,0.8442594408988953,0.000814915110822767,0.8442594408988953,0,212,16,17087.387509517,8,0.030735749267780464,1648,1781449778.1330967,0,0,0.030727600117168172,,,,,,,,,,,,,,,0,0
,2.4901376516339724e-09,,106,,,,0.0007673926302231848,,0,213,,17125.681009056,,-0.030718837599247525,,1781449827.8317919,0.0989583432674408,0,-0.03072651152570912,,,,,,,,,,,,,,,,0.0989583432674408
,0,,107,0.8458503484725952,0.01692229136824608,0.8458503484725952,0.0007377502624876797,0.8458502888679504,0,214,16,17225.373099549,8,-0.01653303212330697,1663,1781449916.0184402,0,0,-0.016540409625484358,,,,,,,,,,,,,,,0,0
,4.813853315965844e-09,,107,,,,0.0007478149491362274,,0,215,,17263.669734283,,0.016550137435037922,,1781449965.815312,0.1467013955116272,0,0.016542659285584547,,,,,,,,,,,,,,,,0.1467013955116272
,0,,108,0.8392308950424194,0.014997299760580063,0.8392308950424194,0.0006582619389519095,0.8392308950424194,0,216,16,17363.352547112,8,-0.01666825344790332,1677,1781450054.0525458,0,0,-0.01667483606719855,,,,,,,,,,,,,,,0,0
,1.0571465480779807e-08,,108,,,,0.000711481086909771,,0,217,,17401.634196196,,0.016683925833087303,,1781450103.7963989,0.175347238779068,0,0.01667681102192826,,,,,,,,,,,,,,,,0.175347238779068
,0,,109,0.8446791172027588,0.01785987615585327,0.8446791172027588,0.0007344948244281113,0.8446791172027588,0,218,16,17501.603915087,8,-0.012061735074200544,1693,1781450192.1442204,0,0,-0.01206908002238872,,,,,,,,,,,,,,,0,0
,5.41556000044352e-09,,109,,,,0.0007307001505978405,,0,219,,17539.97973332,,0.012080252805197152,,1781450242.0464492,0.1371527910232544,0,0.012072945804418556,,,,,,,,,,,,,,,,0.1371527910232544
,0,,110,0.8509540557861328,0.016919605433940887,0.8509540557861328,0.0007552753668278456,0.8509540557861328,0,220,16,17639.943242651,8,-0.026269590563977905,1708,1781450330.4993856,0,0,-0.026277143317238343,,,,,,,,512,jpg,8,"['media/images/images_219_4aadff25aa009a9f36a8.jpg', 'media/images/images_219_15e40019d59f7e802fd5.jpg', 'media/images/images_219_12a3511b24eb50d2c2e5.jpg', 'media/images/images_219_2e55c5b19a5a4b6e096c.jpg', 'media/images/images_219_b67d651aecd78e32a61f.jpg', 'media/images/images_219_f1a02a7759c401db3718.jpg', 'media/images/images_219_044f8536010edebcb568.jpg', 'media/images/images_219_8aafec236aec5c5ff81d.jpg']","['peppa pig by botticelli, oil painting, paint texture, cartoon character | avg: 0.77', 'the text ""SOON"" spelled out in leaves on a pond | avg: 0.91', 'the text ""SOON"" spelled out in leaves on a pond | avg: 0.83', 'the text ""SOON"" spelled out in leaves on a pond | avg: 0.82', 'the text ""SOON"" spelled out in leaves on a pond | avg: 0.90', 'peppa pig by botticelli, oil painting, paint texture, cartoon character | avg: 0.79', 'the text ""SOON"" spelled out in leaves on a pond | avg: 0.85', 'peppa pig by botticelli, oil painting, paint texture, cartoon character | avg: 0.77']",images/separated,512,0,0
,5.10468733949665e-09,,110,,,,0.0007609977037645876,,0,221,,17678.28191875,,0.026286695106124955,,1781450380.3844795,0.1414930671453476,0,0.026279085129100075,,,,,,,,,,,,,,,,0.1414930671453476
,0,,111,0.8290497660636902,0.014515761286020279,0.8290497660636902,0.0007123262621462345,0.8290497660636902,0,222,16,17778.232406961,8,0.009193304437361256,1723,1781450468.8036172,0,0,0.009186181175142805,,,,,,,,,,,,,,,0,0
,5.562088123411968e-09,,111,,,,0.0006956274155527353,,0,223,,17816.533949918,,-0.00917763666626259,,1781450518.6741986,0.0954861119389534,0,-0.009184592940989549,,,,,,,,,,,,,,,,0.0954861119389534
,0,,112,0.823963463306427,0.01717696338891983,0.823963463306427,0.0007036434253677726,0.8239634037017822,0,224,16,17916.438052218,8,-0.0009821714062474077,1737,1781450607.0081866,0,0,-0.0009892078404704734,,,,,,,,,,,,,,,0,0
,3.5608458404112753e-09,,112,,,,0.0006976879667490721,,0,225,,17954.76287029,,0.000998136676340129,,1781450656.8794556,0.1215277761220932,0,0.0009911597968570952,,,,,,,,,,,,,,,,0.1215277761220932
,0,,113,0.8291699886322021,0.012512327171862125,0.8291699886322021,0.0008109583868645132,0.8291699886322021,0,226,16,18054.92007495,8,0.011415801658668229,1752,1781450745.365933,0,0,0.011407692075139721,,,,,,,,,,,,,,,0,0
,5.776719103067762e-09,,113,,,,0.0008353320881724358,,0,227,,18093.362186799,,-0.011397179370922092,,1781450795.361088,0.1388888955116272,0,-0.011405532691391131,,,,,,,,,,,,,,,,0.1388888955116272
,0,,114,0.8315098285675049,0.016567759215831757,0.8315098285675049,0.0008392593008466065,0.8315098285675049,0,228,16,18193.489188905,8,-0.008131453870341924,1768,1781450883.9728355,0,0,-0.008139846462972953,,,,,,,,,,,,,,,0,0
,3.9282483932367995e-09,,114,,,,0.0008509789477102458,,0,229,,18231.907758182,,0.00814940506530881,,1781450933.9308188,0.102430559694767,0,0.008140895276349706,,,,,,,,,,,,,,,,0.102430559694767
,0,,115,0.831405758857727,0.013131890445947647,0.831405758857727,0.0007155467756092548,0.831405758857727,0,230,16,18331.81468733,8,-0.020274182287453413,1782,1781451022.3352392,0,0,-0.020281337755250095,,,,,,,,,,,,,,,0,0
,3.588536356957661e-09,,115,,,,0.0007514668395742774,,0,231,,18370.111355675,,0.02028914398783854,,1781451072.2576492,0.0911458283662796,0,0.02028162931938388,,,,,,,,,,,,,,,,0.0911458283662796
,0,,116,0.8273845911026001,0.014766472391784191,0.8273845911026001,0.0007583313272334635,0.8273845314979553,0,232,16,18469.915157794,8,0.003935168587148366,1797,1781451160.5527334,0,0,0.003927585274310218,,,,,,,,,,,,,,,0,0
,2.728895331927106e-09,,116,,,,0.0007252016803249717,,0,233,,18508.245265391,,-0.003917902188699841,,1781451210.3582695,0.0755208358168602,0,-0.003925154204962557,,,,,,,,,,,,,,,,0.0755208358168602
,0,,117,0.8537295460700989,0.015664584934711456,0.8537295460700989,0.0007707735057920218,0.8537295460700989,0,234,16,18608.008004233,8,-0.017554041284584595,1813,1781451298.6592724,0,0,-0.017561749019619113,,,,,,,,,,,,,,,0,0
,5.557182269910754e-09,,117,,,,0.0007811948307789862,,0,235,,18646.274180619,,0.0175705639310599,,1781451348.4507914,0.1050347238779068,0,0.01756275198328773,,,,,,,,,,,,,,,,0.1050347238779068
,0,,118,0.8306586742401123,0.016258368268609047,0.8306586742401123,0.0007471315911971033,0.8306586742401123,0,236,16,18746.00410649,8,0.0007831241366701262,1829,1781451436.68854,0,0,0.0007756528209030269,,,,,,,,,,,,,,,0,0
,3.6409562031991527e-09,,118,,,,0.000762638752348721,,0,237,,18784.272417768,,-0.0007664383193475427,,1781451486.4468267,0.1250000149011612,0,-0.0007740647073434196,,,,,,,,,,,,,,,,0.1250000149011612
,0,,119,0.8469469547271729,0.016686581075191498,0.8469469547271729,0.0007767887436784804,0.8469469547271729,0,238,16,18884.030246479,8,-0.0027500887014719217,1845,1781451574.6799295,0,0,-0.0027578565885588687,,,,,,,,,,,,,,,0,0
,3.290911099185223e-09,,119,,,,0.0007415233412757516,,0,239,,19976.075387582,,0.0027664560455117923,,1781451624.473994,0.1085069477558136,0,0.002759040812219803,,,,,,,,,,,,,,,,0.1085069477558136
0.8528866767883301,0,0.8528866767883301,120,0.8506231307983398,0.012214082293212414,0.8506231307983398,0.0008033076301217079,0.8506231307983398,0,240,16,20114.618471481,8,0.013395911452701782,1861,1781452805.165077,0,0,0.01338787837637829,jpg,15,"['media/images/eval_images_239_894f99ccb6c7bfc17be3.jpg', 'media/images/eval_images_239_158bd9a3b97c6da19215.jpg', 'media/images/eval_images_239_959ad7d07edc77c48a09.jpg', 'media/images/eval_images_239_c8ad94703c7cb9a9561d.jpg', 'media/images/eval_images_239_3ad0a01e0526b63f8e4b.jpg', 'media/images/eval_images_239_c2c3596cce971238e688.jpg', 'media/images/eval_images_239_ddd77d23b54c4b5c1657.jpg', 'media/images/eval_images_239_14ce0ae742f89aa988b3.jpg', 'media/images/eval_images_239_5d636bf6935532cbfbcb.jpg', 'media/images/eval_images_239_ec21e50f20e2e0b89dac.jpg', 'media/images/eval_images_239_e0c61c7086bc4d3c16dd.jpg', 'media/images/eval_images_239_5dcf1beed8b73fe4190a.jpg', 'media/images/eval_images_239_447b90b0226773b87675.jpg', 'media/images/eval_images_239_a7c6fc60ed4126302415.jpg', 'media/images/eval_images_239_ddc85de30a0828424258.jpg']","['a man in a union jack outfit with cape, white lionhead emblem, photography by nels israelson and michael miller, superhero movie directed by richard donner, cinematic, reimagined by industrial light and magic | pickscore: 0.88 | avg: 0.88', 'young muscle guy cannibal eat testicles flesh cannibalism. highly detailed guro art by ilya repin | pickscore: 0.78 | avg: 0.78', 'photo of traction engine in jungle river | pickscore: 0.89 | avg: 0.89', 'overgrown giant fantasy forest, high quality, realistic, night, blue fireflies | pickscore: 0.82 | avg: 0.82', 'attributed nikolkovsky attribuprisoners sleep ⬇ pover, christian krohg, melancholia | pickscore: 0.78 | avg: 0.78', 'a shiny photograph of a large - scale installation in a surreal swimming pool with oversized flowers and women made of glass, metal, plastic, iridescent gum and jelly. the flowers have different shapes and colors, some resembling real species and others being completely abstract. the garden is populated by female mannequins dressed in colorful outfits that contrast or complement the flowers. some mannequins are standing, some are sitting, some are lying down, and some are suspended from the ceiling. the mannequins have different expressions and poses, some looking at the flowers, some looking at each other, some looking at the viewers, octane render, crisp, eastman kodak color negative film shot on panavision super ps. | pickscore: 0.86 | avg: 0.86', 'a 3 0 0 x 3 0 0 px pacture of a anime glowing orange rock. | pickscore: 0.83 | avg: 0.83', 'photo of head emerging out of river water surface, frederick doris royo fdr gren old gossisunlight, jules bastien - lepage | pickscore: 0.79 | avg: 0.79', 'a - team gmc 1 9 8 2 van, black, red, grey, red alloy wheels | pickscore: 0.83 | avg: 0.83', 'anime portrait of eleven - e - w - 1 in a post apocalyptic abandoned gas station with gas station, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, unreal engine 5, 8 | pickscore: 0.75 | avg: 0.75', 'master jedi portrait, exquisitely detailed, clothing and lightsaber rendered in great detail, illuminated by a soft blue light, standout feature is the intricately detailed lightsaber, rendered in beautiful metallic colors, high resolution, photorealistic, 3 d, pbr, path tracing, volumetric lighting, unreal engine 4 | pickscore: 0.79 | avg: 0.79', 'antique, warm hues, dark haired, massive, fat pixar portly bishop in red and gold silk gown :: 8 k, hd, octane render, magical energy, sharp overhead cinematic lighting, beautiful digital fantastical illustration, highly detailed, rendered in octane, very very very aesthetic, exquisite marble detail | pickscore: 0.86 | avg: 0.86', 'a side view of a fox, with a flat design, artwork of t - shirt graphic. | pickscore: 0.91 | avg: 0.91', '1 9 6 0 small batman surf mansion architect drawing, big sur, bat shape, cliffs and waves, nest, batsign, faded colour, rotring pencil artist impression, by frank lloyd wright and pritzker prize | pickscore: 0.74 | avg: 0.74', 'vintage photo of girls in model school | pickscore: 0.81 | avg: 0.81']",images/separated,512,512,512,jpg,8,"['media/images/images_240_cf901c1cf49291d4ea21.jpg', 'media/images/images_240_a307b87b653266e468c5.jpg', 'media/images/images_240_41843b31874f77ea5b55.jpg', 'media/images/images_240_a6abf651277eb436252c.jpg', 'media/images/images_240_3593324eb682aa9b8d38.jpg', 'media/images/images_240_9809cac6cd81d1ee9a9e.jpg', 'media/images/images_240_89607da4e7ebda4b9baf.jpg', 'media/images/images_240_3033022531a48440e308.jpg']","['inside view of Yankee stadium, dark night at dusk, breathtaking art, stunning, high resolution, high | avg: 0.82', 'inside view of Yankee stadium, dark night at dusk, breathtaking art, stunning, high resolution, high | avg: 0.80', 'inside view of Yankee stadium, dark night at dusk, breathtaking art, stunning, high resolution, high | avg: 0.81', 'an image of a clouds scene with a clouds and clouds , pixel art by Paul Kelpe, pixiv, clouds art, #p | avg: 0.78', 'an image of a clouds scene with a clouds and clouds , pixel art by Paul Kelpe, pixiv, clouds art, #p | avg: 0.77', 'an image of a clouds scene with a clouds and clouds , pixel art by Paul Kelpe, pixiv, clouds art, #p | avg: 0.78', 'inside view of Yankee stadium, dark night at dusk, breathtaking art, stunning, high resolution, high | avg: 0.79', 'inside view of Yankee stadium, dark night at dusk, breathtaking art, stunning, high resolution, high | avg: 0.82']",images/separated,512,0,0
,3.1401474753778302e-09,,120,,,,0.000801142246928066,,0,241,,20152.931722004,,-0.01337879599448223,,1781452855.0607111,0.1119791641831398,0,-0.013386807416947286,,,,,,,,,,,,,,,,0.1119791641831398
,0,,121,0.7994247674942017,0.01720525324344635,0.7994247674942017,0.0007765474729239941,0.7994247078895569,0,242,16,20252.645119968,8,0.014497228260658926,1877,1781452943.3466678,0,0,0.01448946278566771,,,,,,,,,,,,,,,0,0
,4.35078062466232e-09,,121,,,,0.00077129463898018,,0,243,,20290.943876789,,-0.01448018299769082,,1781452993.0870435,0.1093750074505806,0,-0.01448789594376642,,,,,,,,,,,,,,,,0.1093750074505806
,0,,122,0.809988796710968,0.018080323934555054,0.809988796710968,0.0006756045622751117,0.8099888563156128,0,244,16,20390.640085835,8,-0.029220371836861794,1893,1781453081.337955,0,0,-0.029227127882247007,,,,,,,,,,,,,,,0,0
,2.120896125390459e-09,,122,,,,0.0007036442402750254,,0,245,,20428.903286108,,0.029234835120071436,,1781453131.0823615,0.0885416641831398,0,0.02922779867804679,,,,,,,,,,,,,,,,0.0885416641831398
,0,,123,0.8318053483963013,0.017144976183772087,0.8318053483963013,0.0007562246173620224,0.8318053483963013,0,246,16,20528.588054658,8,-0.047148080073684547,1906,1781453219.2596426,0,0,-0.047155642319589706,,,,,,,,,,,,,,,0,0
,7.373730959159275e-09,,123,,,,0.0007462695357389748,,0,247,,20566.888694987,,0.04716533364529981,,1781453269.0310178,0.1640625,0,0.04715787094972622,,,,,,,,,,,,,,,,0.1640625
,0,,124,0.8446388244628906,0.016752049326896667,0.8446388244628906,0.0007433448918163776,0.8446388840675354,0,248,16,20666.562764428,8,-0.049216864533848256,1920,1781453357.2535589,0,0,-0.049224297982621165,,,,,,,,,,,,,,,0,0
,1.3617538208166025e-08,,124,,,,0.0007229914190247655,,0,249,,20704.837120602,,0.04923388826162353,,1781453407.0057273,0.1883680522441864,0,0.049226658348059,,,,,,,,,,,,,,,,0.1883680522441864
,0,,125,0.82831209897995,0.01585443690419197,0.82831209897995,0.0007271160138770938,0.82831209897995,0,250,16,20804.551159541,8,-0.01801133506559375,1935,1781453495.2316117,0,0,-0.01801860622601931,,,,,,,,,,,,,,,0,0
,6.229987192796216e-09,,125,,,,0.0007321330485865474,,0,251,,20842.890386224,,0.018026988168312514,,1781453544.9952755,0.1510416567325592,0,0.018019666838184928,,,,,,,,,,,,,,,,0.1510416567325592
,0,,126,0.8231406211853027,0.014100316911935806,0.8231406211853027,0.0007384055061265826,0.8231406211853027,0,252,16,20942.615549902,8,-0.02528557987819634,1950,1781453633.2825437,0,0,-0.02529296393268099,,,,,,,,,,,,,,,0,0
,4.400740216681243e-09,,126,,,,0.0007702067377977073,,0,253,,20980.913132354,,0.02530150157279272,,1781453683.0583632,0.1232638955116272,0,0.02529379950569933,,,,,,,,,,,,,,,,0.1232638955116272
,0,,127,0.8411866426467896,0.013483136892318726,0.8411866426467896,0.0008203204488381743,0.8411866426467896,0,254,16,21080.597849567,8,-0.0005261600468476173,1966,1781453771.285882,0,0,-0.0005343632515890304,,,,,,,,,,,,,,,0,0
,4.877291015503715e-09,,127,,,,0.0008305570809170604,,0,255,,21118.870053727,,0.0005437990575900193,,1781453821.040138,0.1336805522441864,0,0.0005354934865464578,,,,,,,,,,,,,,,,0.1336805522441864
,0,,128,0.812258780002594,0.01796773448586464,0.812258780002594,0.000826555653475225,0.8122588396072388,0,256,16,21218.516822954,8,0.0030039164202996177,1980,1781453909.2370522,0,0,0.00299565086405131,,,,,,,,,,,,,,,0,0
,2.7541098290839727e-09,,128,,,,0.0008185324841178954,,0,257,,21256.779520387,,-0.002986138517686839,,1781453958.9584596,0.1076388955116272,0,-0.002994323842060843,,,,,,,,,,,,,,,,0.1076388955116272
,0,,129,0.8648114204406738,0.016476552933454514,0.8648114204406738,0.0007931801374070346,0.8648114800453186,0,258,16,21356.462225737,8,0.03527612346994832,1995,1781454047.168186,0,0,0.035268191668833535,,,,,,,,,,,,,,,0,0
,9.178807047760529e-09,,129,,,,0.0007772283279336989,,0,259,,21394.833000811,,-0.035254092363625804,,1781454096.9036183,0.167534738779068,0,-0.03526186464693623,,,,,,,,,,,,,,,,0.167534738779068
,0,,130,0.8245713114738464,0.01495165191590786,0.8245713114738464,0.0007102885283529758,0.8245713114738464,0,260,16,21494.445536434,8,0.0058468379268735386,2008,1781454185.183336,0,0,0.005839735041507493,,,,,,,,512,jpg,8,"['media/images/images_259_04c83941641ef2ebc6e2.jpg', 'media/images/images_259_40680ebc89248afc3642.jpg', 'media/images/images_259_456f7393509abb37ea05.jpg', 'media/images/images_259_70685b067323782fa367.jpg', 'media/images/images_259_9fde8be2d7de7d3860ca.jpg', 'media/images/images_259_bdf5a2d4a27f2eea4d9f.jpg', 'media/images/images_259_4c22dd8f1e5e26b40b4f.jpg', 'media/images/images_259_ea3379661bec5bb6a9b8.jpg']","['Horror, shot on arri, a jellyfish futuristic robotic spaceship landing on a desert, twilight, a pers | avg: 0.79', 'Horror, shot on arri, a jellyfish futuristic robotic spaceship landing on a desert, twilight, a pers | avg: 0.78', 'extremely obese man riding a racing bicycle | avg: 0.97', 'extremely obese man riding a racing bicycle | avg: 0.96', 'Horror, shot on arri, a jellyfish futuristic robotic spaceship landing on a desert, twilight, a pers | avg: 0.79', 'extremely obese man riding a racing bicycle | avg: 0.97', 'extremely obese man riding a racing bicycle | avg: 0.96', 'Horror, shot on arri, a jellyfish futuristic robotic spaceship landing on a desert, twilight, a pers | avg: 0.79']",images/separated,512,0,0
,3.9455070321992025e-09,,130,,,,0.0007229250622913241,,0,261,,21532.736702208,,-0.005831047852669119,,1781454234.8878412,0.1258680522441864,0,-0.0058382771027017475,,,,,,,,,,,,,,,,0.1258680522441864
,0,,131,0.8477025032043457,0.015736941248178482,0.8477025032043457,0.0008201610762625933,0.8477025032043457,0,262,16,21632.455631434,8,0.0044065895773027055,2023,1781454323.135911,0,0,0.0043983879668465405,,,,,,,,,,,,,,,0,0
,2.6680722076122265e-09,,131,,,,0.0008527756435796618,,0,263,,21670.754636985,,-0.004388817356880445,,1781454372.8980188,0.118923619389534,0,-0.004397345112758539,,,,,,,,,,,,,,,,0.118923619389534
,0,,132,0.821092426776886,0.016341950744390488,0.821092426776886,0.0007932123262435198,0.821092426776886,0,264,16,21770.51445821,8,-0.0008948890585446789,2038,1781454461.1758304,0,0,-0.0009028211812211508,,,,,,,,,,,,,,,0,0
,4.099875106078343e-09,,132,,,,0.0008422174723818898,,0,265,,21808.844183615,,0.0009132863682839859,,1781454510.9559338,0.125,0,0.0009048641932110305,,,,,,,,,,,,,,,,0.125
,0,,133,0.8468418121337891,0.01616745814681053,0.8468418121337891,0.0008015003404580057,0.8468418121337891,0,266,16,21908.558964807,8,-0.003553966989754284,2053,1781454599.2290056,0,0,-0.003561981993056823,,,,,,,,,,,,,,,0,0
